Name,Species,Year,Animals Seen,Transect Length (km),Animals per 100km,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2013,20,629,3.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2014,15,608,2.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2015,28,653,4.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2016,2,653,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2017,6,653,0.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2019,42,684,6.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2020,3,684,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2021,39,754,5.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2022,15,609,2.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Elephant,2024,11,724,1.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2001,368,670,55,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2002,825,715,115.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2003,452,666,67.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2004,756,700,108,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2005,575,687,83.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2006,620,525,118,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2007,505,639,79,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2008,595,724,82.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2009,719,665,108.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2010,728,683,106.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2011,587,585,100.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2012,503,638,78.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2013,370,629,58.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2014,394,608,64.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2015,290,653,44.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2016,675,653,103.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2017,126,653,19.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2018,171,653,26.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2019,98,684,14.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2020,130,684,19,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2021,68,754,9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2022,51,609,8.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2023,16,631,2.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Gemsbok,2024,47,724,6.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2001,71,670,10.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2002,71,715,9.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2003,69,666,10.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2004,62,700,8.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2005,88,687,12.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2006,75,525,14.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2007,80,639,12.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2008,93,724,12.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2009,99,665,14.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2010,193,683,28.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2011,111,585,19,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2012,76,638,11.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2013,61,629,9.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2014,63,608,10.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2015,50,653,7.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2016,164,653,25.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2017,42,653,6.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2018,107,653,16.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2019,86,684,12.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2020,55,684,8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2021,79,754,10.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2022,40,609,6.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2023,10,631,1.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Giraffe,2024,39,724,5.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2007,,639,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2010,,683,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2011,,585,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2012,,638,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2014,,608,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2015,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2016,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2017,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2019,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2021,,754,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartebeest,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2001,567,670,84.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2002,744,715,104.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2003,629,666,94.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2004,631,700,90.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2005,728,687,106,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2006,777,525,147.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2007,621,639,97.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2008,1054,724,145.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2009,1623,665,244.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2010,1152,683,168.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2011,1845,585,315.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2012,1122,638,175.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2013,1016,629,161.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2014,1253,608,206.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2015,770,653,117.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2016,602,653,92.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2017,279,653,42.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2018,266,653,40.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2019,107,684,15.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2020,146,684,21.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2021,237,754,31.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2022,64,609,10.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2023,62,631,9.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Hartmann's Zebra,2024,147,724,20.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2007,,639,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2009,2,665,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2010,,683,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2011,16,585,2.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2012,14,638,2.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2014,19,608,3.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2015,7,653,1.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2016,2,653,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2017,6,653,0.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2018,7,653,1.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2019,9,684,1.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2020,1,684,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2021,4,754,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2023,1,631,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Impala, Black-faced",2024,3,724,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2001,9,670,1.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2002,14,715,2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2003,6,666,0.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2004,11,700,1.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2005,11,687,1.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2006,26,525,4.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2007,13,639,2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2008,5,724,0.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2009,21,665,3.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2010,34,683,5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2011,7,585,1.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2012,20,638,3.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2013,18,629,2.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2014,16,608,2.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2015,25,653,3.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2016,17,653,2.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2017,9,653,1.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2018,9,653,1.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2019,10,684,1.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2020,11,684,1.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2021,6,754,0.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2022,7,609,1.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2023,1,631,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,"Jackal, Black-backed",2024,4,724,0.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2001,,670,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2005,2,687,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2006,2,525,0.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2007,,639,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2010,2,683,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2011,1,585,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2012,,638,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2013,1,629,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2014,,608,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2015,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2016,2,653,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2017,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2018,,653,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2019,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2020,,684,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2021,,754,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2022,3,609,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Klipspringer,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2001,51,670,7.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2002,70,715,9.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2003,3,666,0.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2004,43,700,6.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2005,68,687,9.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2006,75,525,14.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2007,204,639,31.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2008,13,724,1.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2009,65,665,9.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2010,53,683,7.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2011,40,585,6.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2012,24,638,3.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2013,39,629,6.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2014,24,608,3.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2015,38,653,5.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2016,78,653,11.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2017,15,653,2.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2018,13,653,2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2019,4,684,0.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2020,7,684,1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2021,1,754,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2022,2,609,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2023,2,631,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Kudu,2024,1,724,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2001,83,670,12.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2002,56,715,7.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2003,82,666,12.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2004,54,700,7.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2005,108,687,15.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2006,29,525,5.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2007,98,639,15.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2008,70,724,9.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2009,154,665,23.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2010,41,683,6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2011,33,585,5.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2012,73,638,11.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2013,93,629,14.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2014,77,608,12.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2015,67,653,10.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2016,42,653,6.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2017,37,653,5.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2018,24,653,3.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2019,76,684,11.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2020,41,684,6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2021,11,754,1.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2022,25,609,4.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2023,20,631,3.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Ostrich,2024,17,724,2.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2001,1,670,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2002,,715,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2003,,666,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2004,,700,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2005,,687,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2006,,525,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2007,1,639,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2008,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2009,,665,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2010,6,683,0.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2011,1,585,0.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2012,,638,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2013,,629,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2014,,608,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2015,5,653,0.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2016,2,653,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2017,5,653,0.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2018,2,653,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2019,2,684,0.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2020,1,684,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2021,1,754,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2022,,609,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2023,,631,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Spotted Hyaena,2024,,724,,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2001,3822,670,570.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2002,3248,715,454.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2003,2933,666,440.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2004,3241,700,463,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2005,1550,687,225.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2006,2421,525,460.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2007,1819,639,284.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2008,1553,724,214.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2009,3349,665,503.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2010,2730,683,399.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2011,2067,585,353.3,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2012,1747,638,273.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2013,1149,629,182.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2014,2435,608,400.8,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2015,448,653,68.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2016,3487,653,534,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2017,515,653,78.9,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2018,859,653,131.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2019,545,684,79.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2020,1002,684,146.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2021,469,754,62.2,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2022,380,609,62.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2023,118,631,18.7,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Springbok,2024,192,724,26.5,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Steenbok,2001,1,670,0.1,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Steenbok,2002,4,715,0.6,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Steenbok,2003,9,666,1.4,,,,,,,,,,,,,,,,,,,,
Palmwag and Etendeka,Steenbok,2004,8,700,1.1,,,,,,,,,,,,,,,,,,,,
